rank,doc_idx,lda_cluster,lda_topwords,lda_maxtheta,lda_entropy,embed_pred_cluster,embed_topwords,true_group,lda_cluster_as_group,embed_pred_as_group,text
111,4667,5,drive card scsi disk dos windows,0.623,0.442,15,don just like know think good,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware,rec.motorcycles,looking buy monitor soon decide monitor buy mag dpi version using tube nanao mind does know specification problems monitor actually related opinions buying monitor welcomed thanks advance
112,2809,7,time use used number point different,0.622,0.488,15,don just like know think good,sci.med,rec.autos,rec.motorcycles,center laser small material center surgeon cuts near edge heal entirely different mechanisms action different place
113,7162,19,file entry output program section char,0.622,0.481,11,image software available ftp files graphics,comp.sys.mac.hardware,rec.sport.baseball,comp.graphics,following postscript works laserwriter version roms begin true begin add pop exit loop quit
114,149,15,don just like know think good,0.621,0.345,11,image software available ftp files graphics,comp.os.ms-windows.misc,rec.motorcycles,comp.graphics,edited newsgroup line don like compare recently got deskjet pleased output remember used laser postscript printers school looks good careful let dry touching deskjet slow comparison printers mentioned idea interface printer just problems hope helps moore
115,7369,2,car new bike price sale cars,0.620,0.421,15,don just like know think good,rec.autos,misc.forsale,rec.motorcycles,definitely safety important buying car won buy small car like civic great safety handling speed dead small car large car accident
116,83,5,drive card scsi disk dos windows,0.618,0.394,15,don just like know think good,sci.electronics,comp.sys.ibm.pc.hardware,rec.motorcycles,does know processor atari used looking pin outs atari does idea related information rom chips used games available email important thanks million btw works worked atari really use help old email willing help alot
117,4734,16,people god does believe evidence say,0.617,0.339,15,don just like know think good,soc.religion.christian,alt.atheism,rec.motorcycles,thank people given good answers questions follow jason smith posting address issues caused misunderstanding yes degree excellent discussion sci nature scientific work weeks ago hope did escape notice correct word likely way sure models theories absolutely correct theories backed evidence proved theo
118,696,15,don just like know think good,0.617,0.411,4,health medical disease use patients food,sci.med,rec.motorcycles,sci.med,need information particularly result skin really wanted know occur result yes disappear long does heal hair grow healed tissue cream applied regularly better exposed let fresh air help info matter small appreciated greatly
119,5008,5,drive card scsi disk dos windows,0.617,0.473,2,car new bike price sale cars,sci.electronics,comp.sys.ibm.pc.hardware,misc.forsale,info modern better dual trace appreciated buy used new mail thanks advance ken
120,6040,8,president government people said program money,0.616,0.351,7,time use used number point different,sci.med,talk.politics.misc,rec.autos,intensive japanese university pittsburgh summer university pittsburgh offering intensive japanese language courses summer courses intensive elementary japanese intensive intermediate japanese week credit courses equivalent year japanese language study begin june end august courses meet days week hou
121,9287,4,health medical disease use patients food,0.616,0.367,15,don just like know think good,sci.med,sci.med,rec.motorcycles,try skin base hard don want hurt nice little gordon banks skepticism chastity intellect geb cadre dsl pitt edu shameful surrender soon
122,7413,8,president government people said program money,0.615,0.475,15,don just like know think good,alt.atheism,talk.politics.misc,rec.motorcycles,anne frank exhibit makes small little world afternoon bob beauchaine bobbe vice ico tek com said queens stay blew bronx away sank manhattan sea
123,6705,2,car new bike price sale cars,0.615,0.483,15,don just like know think good,misc.forsale,misc.forsale,rec.motorcycles,years old model ccd zoom works perfectly uses tapes years ago plus shipping best offer
124,6235,9,edu com mail information send list,0.615,0.448,15,don just like know think good,sci.space,comp.sys.mac.hardware,rec.motorcycles,good idea just leave tommy mac tom radius vision increases ibm msu edu circumference mystery grows
125,4150,17,power use water ground wire used,0.614,0.425,15,don just like know think good,comp.sys.mac.hardware,sci.electronics,rec.motorcycles,boot problem usually low power supply adjustment supply voltage low probably bad
126,2570,17,power use water ground wire used,0.613,0.447,7,time use used number point different,comp.sys.mac.hardware,sci.electronics,rec.autos,reply did information specs use term follows bit converter bit accuracy khz bit accuracy khz specs inputs sharing single inputs samples time conversion specs channel sample rate used channels unknown quality bits khz channel quality national instruments sample rate bit converter specs output channel
127,7568,1,space nasa launch earth satellite shuttle,0.612,0.501,17,power use water ground wire used,sci.space,sci.space,sci.electronics,national air space museum prototype film years ago prototype display film continuously repeating
128,3528,6,window server motif widget use application,0.611,0.479,15,don just like know think good,comp.windows.x,comp.windows.x,rec.motorcycles,possible run mit based sun board patches supporting sun frame buffers does appear know buying ipx
129,6561,15,don just like know think good,0.609,0.370,2,car new bike price sale cars,sci.electronics,rec.motorcycles,misc.forsale,catalog dunno happened long ago forget company make legend slip really nice reasonably priced tell tried places allow use legend suggestion appreciated
130,5536,9,edu com mail information send list,0.608,0.504,11,image software available ftp files graphics,sci.med,comp.sys.mac.hardware,comp.graphics,britain information different complete isbn published britain
131,4366,14,gun law guns government people state,0.605,0.409,15,don just like know think good,talk.politics.guns,talk.politics.guns,rec.motorcycles,far affects crime rate did rate crime fall ban use rate violent crime matters tools used crime stupid apparently weapon choice shotguns banned decide car choice saab propose ban yes trust honest people time jmd handheld com
132,720,9,edu com mail information send list,0.604,0.473,15,don just like know think good,comp.os.ms-windows.misc,comp.sys.mac.hardware,rec.motorcycles,beats want real fun rob winter philips research building box netherlands tel mail philips
133,2409,15,don just like know think good,0.604,0.362,13,team game year games play season,rec.sport.hockey,rec.motorcycles,rec.sport.hockey,mentioned question chip yep asked days ago agree raymond play took time did chelios gets close second barrasso finally gets close eddie eagle case bias acceptable shows norris pick impressed coaches mentioned did pick folks thought isles playoffs let contend division granted did little help like isl
