text,stars
"Sorry, I am gonna get killed here... I am not that impressed.\nI kept hearing about this place and it was so so at best. The food is sloppy and very expensive but has a decent taste\nThe place was also a little dirty looking..\nJust a bunch of sandwiches and the pizza was a disaster, go there if you are into quirky places that charge a lot and are not the best.\nThe waitress seemed pre-occupied by what?? not us.",2
"Excellent food and service. Only mistake chef made was there was a piece of plastic paper slipped into the coffe from the kitchen. Manager apologized and gave us free dessert. However, it was pretty dangerous that we almost drank in that plastic paper..",3
"My mom gets a bigger kick out of this place than I do. It seemed to specialize in upholstery, and the walls are lined with swatches. I did like that the woman allowed me to take mini-swatches off of the wall, but I didn't wind up finding any fabrics that worked for my projects. I'll definitely try back here.",3
"For some reason, I like this place. They play some good throwback rock n roll Located in a prime spot in the party district of Scottsdale. Good beer, good music, good location - life is good. Happy hour specials are somewhat meager",4
Food was alright but overpriced. $14.99 for a Cheddar burger and fries. Burger was small and McDonald's fries taste better than their fries. Drinks were good though! Overall it was a fun experience with the offensive hats and the waiters being dicks. I would only go back to drink ;),4
I have never had a better doughnut. They are like a drug you just gotta keep going back for more!,5
This office is not conveniently located to my work or home. The other office where Dr. Carpenter works does not accept our vision insurance. In spite of these challenges I will continue to take my family to see Dr. Carpenter. the office staff is friendly and helpful. The facility is very nice and always clean. Dr. Carpenter has a kind demeanor and is unfailingly patient. If quality of care is your top priority this is the doctor for you.,5
Been going here for over 20 years... The owner is always very friendly and classy My clothes always come out smelling fresh and the price aint shabby either. Definitely worth checking out.,4
"This restaurant is modeled after Chipotle, which we love; however, we won't be back for a few reasons. First my kids did not like the food. They said the steak was tough. Second the price was too high. Lunch was $30 for two adults and two children with no drinks. The concept is good. I wish they offered better food for a smaller portion for a smaller price.",2
This place has got to be the slowest Burger King on earth. It also doesn't help when someone in front of you orders $36 worth of food.,1
"We ate at this restaurant two years ago. I thought it was one of the best Cajun restaurants outside of Louisiana. \nWe returned tonight. What a mistake! This is a poor excuse for a restaurant, much less Cajun . Service is SLOW!!! Food is tasteless or over seasoned. The soup was served lukewarm. We can not understand why the health department hasn't shut this poor excuse for a restaurant down.\nDO NOT BOTHER TO EAT HERE! It is a waste of money. To top it off wait service is auto tip for 6!",1
"This was my first time to Casino Monte Lago since it reopened. It's pretty much like it used to be, but I think they have fewer machines and the middle area seems more open than it used to be.\n\nIt's a pleasant casino, small, and fairly quiet albeit I was there on a Saturday morning for the Dragon Boat races.\n\nSince it's on the far side of the valley from where I live, this won't be a stop I'll be making very often. There are other good choices much closer to home.",3
Ehh not worth my time or $$ \nI rather go to El gordo and get my tacos \n\nIdk about their rice dish but the meat on my tacos is the big thing here.. so I would say it ain't all that .. \n\nWon't come back again I'm sorry.\n\nThis place takes forever to make my orders and I was not satisfied.,1
Solid Vietnamese food in Las Vegas.\nFound this place on Yelp before heading back home and decided to give it a try. Their dishes are decent and price is right. The service was very friendly as well. It's a good place to get some authentic Vietnamese food.\nWill come around again.\n\nPro:\n1. Solid food\n2. Great price\n3. Great service\n\nCon:\nNothing outstanding to mention.,4
"The name has changed three times and every time this place has done this, the taste has declined. Spicy chilly mint was one of my favorite dishes. Pad Thai is also no longer the same. It has become to sweet. Also They have smaller portions now.",3
